"","Html Form","Attachments","Flash content","Html iFrame","HTML content","URLs","External Resources","Javascript","Css","IPs in URLs","@ in URLs","Encoding","Phishy"
"0","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"1","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","True"
"2","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"3","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"4","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"5","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"6","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"7","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"8","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"9","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"10","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"11","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"12","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"13","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"14","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"15","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"16","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"17","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"18","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"19","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"20","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"21","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"22","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"23","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"24","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"25","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"26","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"27","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"28","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"29","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"30","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"31","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"32","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"33","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"34","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"35","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"36","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"37","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"38","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","True"
"39","False","0","False","False","True","0","0","0","0","False","False","quoted-printable","True"
"40","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"41","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"42","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"43","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"44","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"45","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"46","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"47","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"48","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"49","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"50","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"51","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"52","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"53","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"54","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"55","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"56","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"57","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"58","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"59","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"60","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"61","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"62","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"63","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
"64","False","0","False","False","True","0","0","0","0","False","False","7bit","True"
